0,0,14.65,3.75,2.94,4.74,5.43,0,7,0,2.82,0,2.05,12.71,10.22,12.33,0,0,12.72,11.74,16.89
0,0,14.65,3.75,2.94,4.74,5.43,0,7,0,2.82,0,2.05,12.71,10.22,12.33,0,0,12.72,11.74,16.89
0,0,14.65,3.75,2.94,4.74,5.43,0,7,0,2.82,0,2.05,12.71,10.22,12.33,0,0,12.72,11.74,16.89
0,0,14.65,3.75,2.94,4.74,5.43,0,7,0,2.82,0,2.05,12.71,10.22,12.33,0,0,12.72,11.74,16.89
0,0,14.65,3.75,2.94,4.74,5.43,0,7,0,2.82,0,2.05,12.71,10.22,12.33,0,0,12.72,11.74,16.89
0,0,18,4.75,4.74,4.74,5.43,0,7,0,2.82,0,2.05,12.71,10.22,12.33,0,0,12.72,11.74,16.89
0,0,18,4.75,4.74,4.74,5.43,0,7,0,2.82,0,2.05,12.71,10.22,12.33,0,0,12.72,11.74,16.89
0,0,18,4.75,4.74,4.74,5.43,0,7,0,2.82,0,2.05,12.71,10.22,12.33,0,0,12.72,11.74,16.89
0,0,14.65,4.75,4.74,4.74,5.43,0,7,0,2.82,0,2.05,12.71,10.22,12.33,0,0,12.72,11.74,16.89
0,0,14.65,3.75,2.94,4.74,5.43,0,7,0,2.82,0,2.05,12.71,10.22,12.33,0,0,12.72,11.74,16.89
0,0,14.65,3.75,2.94,4.74,5.43,0,7,0,2.82,0,2.05,12.71,10.22,12.33,0,0,12.72,11.74,16.89
0,0,14.65,3.75,2.94,4.74,5.43,0,7,0,2.82,0,2.05,12.71,10.22,12.33,0,0,12.72,11.74,16.89
